path,area,lines,direct_absolute_importers,first_docstring_line
cypher-integration/rk3588-edge/edge-agent/edge_agent/app_compat.py,other-existing-code,130,0,HarBeat App API 兼容：响应格式、状态映射、鉴权。
cypher-integration/rk3588-edge/edge-agent/edge_agent/audio_client.py,other-existing-code,74,0,通过 Unix socket 向 audio-engine 转发命令。
cypher-integration/rk3588-edge/edge-agent/edge_agent/config.py,other-existing-code,54,0,
cypher-integration/rk3588-edge/edge-agent/edge_agent/models.py,other-existing-code,172,0,协议 P4/P5/P8 的 Pydantic 模型（骨架版）。
cypher-integration/rk3588-edge/edge-agent/edge_agent/pairing.py,other-existing-code,58,0,App 配对与 device_token 管理（HarBeat RK3588_API_SPEC）。
cypher-integration/rk3588-edge/edge-agent/edge_agent/state.py,other-existing-code,306,0,edge-agent 与 WS 共享的运行时状态。
cypher-integration/rk3588-edge/edge-agent/edge_agent/transition_api.py,other-existing-code,167,0,Transition Plan API — 注册到 edge-agent。
cypher-integration/rk3588-edge/edge-agent/edge_agent/ws_broadcast.py,other-existing-code,90,0,WebSocket 广播循环（App :9000/ws/control 与兼容 :9001/ws）。
cypher-integration/rk3588-edge/edge-agent/edge_agent/ws_server.py,other-existing-code,80,0,WebSocket 服务 :9001 — 推送 P5 playback_state / P8 device_info。
cypher-integration/rk3588-edge/edge-agent/main.py,other-existing-code,598,0,edge-agent REST API — FastAPI :9000（协议 P4）。
cypher-integration/rk3588-edge/edge-agent/run.py,other-existing-code,37,0,同时启动 REST (:9000) 与 WebSocket (:9001)。
cypher-integration/rk3588-edge/input-daemon/audio_socket.py,other-existing-code,37,0,向 audio-engine 发送 trigger（fire-and-forget，低延迟）。
cypher-integration/rk3588-edge/input-daemon/config.py,other-existing-code,22,0,
cypher-integration/rk3588-edge/input-daemon/main.py,other-existing-code,271,0,input-daemon：MYKB E9s 九键 → audio-engine trigger + edge-agent key_event。
cypher-integration/rk3588-edge/input-daemon/scripts/sniff_keys.py,other-existing-code,19,0,调试：按下九键时打印原始键码（运行 30 秒后自动退出）。
cypher-integration/rk3588-edge/sync-worker/main.py,other-existing-code,534,0,sync-worker: download Jetson manifest assets into local RK cache.
cypher-integration/rk3588-edge/tests/test_batch_library_mix.py,other-existing-code,46,0,
cypher-integration/rk3588-edge/tests/test_edge_audio_forward.py,other-existing-code,94,0,
cypher-integration/rk3588-edge/tests/test_edge_state.py,other-existing-code,28,0,
cypher-integration/rk3588-edge/tests/test_engine_envelopes.py,other-existing-code,156,0,
cypher-integration/rk3588-edge/tests/test_eq_band_mix_envelope.py,other-existing-code,38,0,
cypher-integration/rk3588-edge/tests/test_filter_node.py,other-existing-code,35,0,
cypher-integration/rk3588-edge/tests/test_loudness_normalizer.py,other-existing-code,27,0,
cypher-integration/rk3588-edge/tests/test_render_mix_quality_batch.py,other-existing-code,58,0,
cypher-integration/rk3588-edge/tests/test_strategy_selector.py,other-existing-code,77,0,
cypher-integration/rk3588-edge/tests/test_sync_worker.py,other-existing-code,151,0,
cypher-integration/rk3588-edge/tests/test_transition_api.py,other-existing-code,52,0,
cypher-integration/rk3588-edge/tests/test_transition_planner.py,other-existing-code,133,0,
deploy/cloud_gateway/app/__init__.py,other-existing-code,1,0,
deploy/cloud_gateway/app/main.py,other-existing-code,112,0,
experiments/extract_mert_vector_dataset.py,preserved-experiments,664,1,"Extract a reusable, frozen MERT-v1-95M vector dataset."
experiments/publish_mert_vector_artifacts.py,preserved-experiments,143,0,"Create a path-sanitized, checksummed MERT artifact snapshot for Git."
experiments/run_songformer_isolated.py,preserved-experiments,15,0,Compatibility entry. Implementation: preprocessing/runners/songformer.py.
experiments/traditional_vs_ml_20260829/evaluate_traditional_vs_ml.py,preserved-experiments,694,0,Paired evaluation of the 69-feature rule route against existing ML predictions.
experiments/verify_mert_official_compatibility.py,preserved-experiments,267,0,Verify that the local MERT runtime reproduces the published HF checkpoint.
jetson/app/modules/dj_control/dance_style.py,other-existing-code,352,0,Dance-style scoring v3: weighted fingerprint over the rich DJ feature set.
jetson/app/modules/dj_control/dance_style_v3_only_patch.py,other-existing-code,82,0,Patch: v3-only scoring + per-call hit-distribution logging.
jetson/app/modules/dj_control/energy_streetdance.py,other-existing-code,303,0,"Street-dance energy v2 — fingerprint-driven, style-aware."
jetson/app/modules/dj_control/router_energy_v2_patch.py,other-existing-code,80,0,"Patch jetson router: add ?style= param to energy endpoint, prefer v2."
jetson/app/modules/library/background_tasks.py,other-existing-code,469,0,Background tasks for automatic audio analysis and stem separation on import.
jetson/app/modules/library/dj_feature_extractor.py,other-existing-code,255,0,DJ-style feature extractor — fingerprint of an audio file usable for
jetson/scripts/backfill_dj_features.py,other-existing-code,78,0,Backfill: run dj_feature_extractor on every analyzed LibrarySong that
modules/asset-sync/src/harbeat_asset_sync/__init__.py,extracted-module-baseline,5,0,Standalone RK asset synchronization worker.
modules/asset-sync/src/harbeat_asset_sync/sync_worker.py,extracted-module-baseline,826,0,sync-worker: download Jetson manifest assets into local RK cache.
modules/asset-sync/tests/test_asset_sync.py,extracted-module-baseline,151,0,
modules/audio-preprocess/src/harbeat_audio_preprocess/__init__.py,extracted-module-baseline,15,0,Versioned HarBeat offline audio preprocessing.
modules/audio-preprocess/src/harbeat_audio_preprocess/coverage.py,extracted-module-baseline,38,0,Pure coverage accounting for full-library analysis snapshots.
modules/audio-preprocess/src/harbeat_audio_preprocess/dj_structure_v2.py,extracted-module-baseline,498,0,Planner-ready DJ structure analysis for library songs.
modules/audio-preprocess/src/harbeat_audio_preprocess/version_gate.py,extracted-module-baseline,37,0,Strict gate between preprocessing and runtime planners.
modules/audio-preprocess/tests/test_coverage.py,extracted-module-baseline,17,0,
modules/audio-preprocess/tests/test_structure.py,extracted-module-baseline,21,0,
modules/audio-preprocess/tests/test_version_gate.py,extracted-module-baseline,19,0,
modules/audio-runtime/src/harbeat_audio_runtime/__init__.py,extracted-module-baseline,5,0,RK dual-deck audio playback runtime.
modules/audio-runtime/src/harbeat_audio_runtime/config.py,extracted-module-baseline,79,0,
modules/audio-runtime/src/harbeat_audio_runtime/dsp.py,extracted-module-baseline,168,0,轻量 DSP 工具：纯 numpy/Python 实现的双声道 biquad 滤波器（DF-II Transposed）。
modules/audio-runtime/src/harbeat_audio_runtime/engine.py,extracted-module-baseline,3427,0,音频引擎：双 deck + MixPlan 自动 crossfade + 9 键加花。
modules/audio-runtime/src/harbeat_audio_runtime/envelope_runner.py,extracted-module-baseline,131,0,Envelope helpers for MP3-only EQ band mix transitions.
modules/audio-runtime/src/harbeat_audio_runtime/filter_node.py,extracted-module-baseline,97,0,Reusable filter node for Spotify Mix transitions on RK audio-engine.
modules/audio-runtime/src/harbeat_audio_runtime/loudness_normalizer.py,extracted-module-baseline,48,0,Loudness normalization helpers for RK audio-engine playback.
modules/audio-runtime/src/harbeat_audio_runtime/main.py,extracted-module-baseline,62,0,audio-engine MVP 入口。
modules/audio-runtime/src/harbeat_audio_runtime/mix_plan.py,extracted-module-baseline,191,0,解析 MixPlan（P2 + Jetson DjMixPlanResult）为统一结构。
modules/audio-runtime/src/harbeat_audio_runtime/socket_server.py,extracted-module-baseline,264,0,Unix socket 服务：4 字节 big-endian 长度 + JSON。
modules/audio-runtime/tests/test_engine_envelopes.py,extracted-module-baseline,330,0,
modules/audio-runtime/tests/test_eq_band_mix_envelope.py,extracted-module-baseline,32,0,
modules/audio-runtime/tests/test_filter_node.py,extracted-module-baseline,29,0,
modules/audio-runtime/tests/test_loudness_normalizer.py,extracted-module-baseline,21,0,
modules/audio-runtime/tests/test_socket_contract.py,extracted-module-baseline,47,0,
modules/device-runtime/src/harbeat_device_runtime/__init__.py,extracted-module-baseline,39,0,Independent device connection and runtime contracts.
modules/device-runtime/src/harbeat_device_runtime/cli.py,extracted-module-baseline,33,0,Command line entry point for device-runtime verification.
modules/device-runtime/src/harbeat_device_runtime/connection.py,extracted-module-baseline,182,0,Connection lifecycle independent from Flutter widget state.
modules/device-runtime/src/harbeat_device_runtime/endpoint.py,extracted-module-baseline,58,0,Safe RK endpoint normalization.
modules/device-runtime/src/harbeat_device_runtime/operation.py,extracted-module-baseline,67,0,"Compact, short-lived references for mobile operations."
modules/device-runtime/src/harbeat_device_runtime/probe.py,extracted-module-baseline,69,0,Read-only compatibility probe for a deployed RK edge agent.
modules/device-runtime/src/harbeat_device_runtime/state.py,extracted-module-baseline,113,0,Bounded DTOs for RK health and playback responses.
modules/device-runtime/tests/test_connection.py,extracted-module-baseline,70,0,
modules/device-runtime/tests/test_endpoint.py,extracted-module-baseline,21,0,
modules/device-runtime/tests/test_operation.py,extracted-module-baseline,21,0,
modules/device-runtime/tests/test_probe.py,extracted-module-baseline,32,0,
modules/device-runtime/tests/test_reconnect.py,extracted-module-baseline,21,0,
modules/device-runtime/tests/test_state.py,extracted-module-baseline,59,0,
modules/library-catalog/src/harbeat_library_catalog/__init__.py,extracted-module-baseline,18,0,"Library, playlist, and manifest contracts."
modules/library-catalog/src/harbeat_library_catalog/catalog.py,extracted-module-baseline,50,0,Deterministic catalog indexes and playlist resolution.
modules/library-catalog/src/harbeat_library_catalog/identity.py,extracted-module-baseline,21,0,"Explicit identifiers used by Jetson, mobile, and RK."
modules/library-catalog/src/harbeat_library_catalog/manifest.py,extracted-module-baseline,64,0,Validated subset of the deployed per-song asset manifest.
modules/library-catalog/src/harbeat_library_catalog/models.py,extracted-module-baseline,87,0,Small catalog DTOs independent from SQLAlchemy and Flutter.
modules/library-catalog/tests/test_catalog.py,extracted-module-baseline,34,0,
modules/library-catalog/tests/test_identity.py,extracted-module-baseline,15,0,
modules/library-catalog/tests/test_manifest.py,extracted-module-baseline,24,0,
modules/observability-e2e/src/harbeat_observability/__init__.py,extracted-module-baseline,17,0,Safe inventory and cross-device acceptance tracing for HarBeat.
modules/observability-e2e/src/harbeat_observability/android.py,extracted-module-baseline,69,0,Small ADB adapter that always acts on a freshly captured semantic frame.
modules/observability-e2e/src/harbeat_observability/cli.py,extracted-module-baseline,133,0,Command line interface for safe inventory and semantic UI inspection.
modules/observability-e2e/src/harbeat_observability/inventory.py,extracted-module-baseline,191,0,Read-only source inventory with conservative private-data exclusions.
modules/observability-e2e/src/harbeat_observability/journal.py,extracted-module-baseline,43,0,Normalize common FastAPI/uvicorn HTTP access events from device journals.
modules/observability-e2e/src/harbeat_observability/trace.py,extracted-module-baseline,85,0,Cross-device operation timeline and conservative secret redaction.
modules/observability-e2e/src/harbeat_observability/ui_semantics.py,extracted-module-baseline,91,0,UTF-8 UIAutomator semantics with fresh-frame-safe control coordinates.
modules/observability-e2e/tests/test_android.py,extracted-module-baseline,39,0,
modules/observability-e2e/tests/test_inventory.py,extracted-module-baseline,35,0,
modules/observability-e2e/tests/test_journal.py,extracted-module-baseline,31,0,
modules/observability-e2e/tests/test_trace.py,extracted-module-baseline,43,0,
modules/observability-e2e/tests/test_ui_semantics.py,extracted-module-baseline,37,0,
modules/physical-input/src/harbeat_physical_input/__init__.py,extracted-module-baseline,5,0,Pure logical routing for RK physical controls.
modules/physical-input/src/harbeat_physical_input/routing.py,extracted-module-baseline,58,0,Map normalized physical keys to side-effect-free action descriptions.
modules/physical-input/tests/test_physical_input.py,extracted-module-baseline,49,0,
modules/sequence-planner/src/harbeat_sequence_planner/__init__.py,extracted-module-baseline,12,0,Independent song ordering and energy-curve sequencing.
modules/sequence-planner/src/harbeat_sequence_planner/band_analysis.py,extracted-module-baseline,76,0,Lightweight band-profile helpers for DJ EQ band mixing.
modules/sequence-planner/src/harbeat_sequence_planner/default_mix/__init__.py,extracted-module-baseline,5,0,Default BPM/key/energy compatible playlist ordering.
modules/sequence-planner/src/harbeat_sequence_planner/default_mix/playlist_selector.py,extracted-module-baseline,307,0,Default playlist ordering based on pair compatibility.
modules/sequence-planner/src/harbeat_sequence_planner/energy_hiphop.py,extracted-module-baseline,253,0,Street-dance DJ energy scoring.
modules/sequence-planner/src/harbeat_sequence_planner/sequencer.py,extracted-module-baseline,256,0,Energy-curve sequencer for street-dance DJ sets.
modules/sequence-planner/tests/test_default_sequence.py,extracted-module-baseline,23,0,
modules/sequence-planner/tests/test_energy_curves.py,extracted-module-baseline,23,0,
modules/stem-separation/src/harbeat_stem_separation/__init__.py,extracted-module-baseline,15,0,Offline four-stem separation and quality analysis.
modules/stem-separation/src/harbeat_stem_separation/analysis.py,extracted-module-baseline,100,0,"DJ-oriented analysis for separated vocals, drums, bass, and other stems."
modules/stem-separation/src/harbeat_stem_separation/drum_analysis.py,extracted-module-baseline,464,0,Mature-model-first drum transcription for DJ-oriented metadata.
modules/stem-separation/src/harbeat_stem_separation/separator.py,extracted-module-baseline,78,0,Behavior-compatible htdemucs runner with strict output validation.
modules/stem-separation/tests/test_analysis.py,extracted-module-baseline,32,0,
modules/stem-separation/tests/test_separator.py,extracted-module-baseline,25,0,
modules/transition-orchestrator/src/harbeat_transition_orchestrator/__init__.py,extracted-module-baseline,21,0,Device-neutral manual transition orchestration protocol.
modules/transition-orchestrator/src/harbeat_transition_orchestrator/orchestrator.py,extracted-module-baseline,204,0,Pure protocol helpers for manual transition orchestration.
modules/transition-orchestrator/tests/test_orchestrator.py,extracted-module-baseline,123,0,
modules/transition-planner/src/harbeat_transition_planner/__init__.py,extracted-module-baseline,24,0,Standalone transition planning for the deployed HarBeat DJ paths.
modules/transition-planner/src/harbeat_transition_planner/band_analysis.py,extracted-module-baseline,76,0,Lightweight band-profile helpers for DJ EQ band mixing.
modules/transition-planner/src/harbeat_transition_planner/eq_transition_presets.py,extracted-module-baseline,68,0,Preset EQ/fader envelopes for MP3-based DJ band mixing.
modules/transition-planner/src/harbeat_transition_planner/eq_transition_strategy.py,extracted-module-baseline,205,0,Generate MP3-only DJ EQ band mix transition plans.
modules/transition-planner/src/harbeat_transition_planner/feature_analyzer.py,extracted-module-baseline,204,0,Feature extraction for automatic DJ mixer strategy selection.
modules/transition-planner/src/harbeat_transition_planner/mix_profile.py,extracted-module-baseline,163,0,Build mix_profile_v1 from existing LibrarySong analysis fields.
modules/transition-planner/src/harbeat_transition_planner/mixer_rules.py,extracted-module-baseline,1010,0,Mixing rules.
modules/transition-planner/src/harbeat_transition_planner/mixing_strategies.py,extracted-module-baseline,263,0,EQ-band envelope generation for the 5 automatic DJ mixer strategies.
modules/transition-planner/src/harbeat_transition_planner/phrase_transition.py,extracted-module-baseline,440,0,
modules/transition-planner/src/harbeat_transition_planner/section_energy.py,extracted-module-baseline,275,0,Section-aware energy.
modules/transition-planner/src/harbeat_transition_planner/section_features.py,extracted-module-baseline,339,0,Section-level feature extraction for local Spotify-style mixing.
modules/transition-planner/src/harbeat_transition_planner/strategy_selector.py,extracted-module-baseline,99,0,Decision tree for the HarBeat automatic DJ mixer package.
modules/transition-planner/src/harbeat_transition_planner/transition_planner.py,extracted-module-baseline,2601,0,Default transition planner.
modules/transition-planner/src/harbeat_transition_planner/transition_strategy.py,extracted-module-baseline,529,0,Cross-style transition strategy selector.
modules/transition-planner/tests/test_transition_planner.py,extracted-module-baseline,102,0,
modules/transition-renderer/src/harbeat_transition_renderer/__init__.py,extracted-module-baseline,19,0,Standalone local-window transition renderer.
modules/transition-renderer/src/harbeat_transition_renderer/reference_renderer.py,extracted-module-baseline,1055,0,Reference renderer for the default automatic DJ path.
modules/transition-renderer/tests/test_reference_renderer.py,extracted-module-baseline,101,0,
music_analysis/__init__.py,shared-audio-algorithms,1,0,Standalone model-backed music analysis pipelines.
music_analysis/drum_analysis/__init__.py,shared-audio-algorithms,13,1,MDX23C drum separation and ADTOF drum transcription.
music_analysis/drum_analysis/adtof_detector.py,shared-audio-algorithms,167,1,"ADTOF-pytorch adapter exposing MIDI, timestamps, and activation confidence."
music_analysis/drum_analysis/mdx23c_separator.py,shared-audio-algorithms,217,2,Reusable MDX23C DrumSep adapter with normalized five-stem output.
music_analysis/drum_analysis/pipeline.py,shared-audio-algorithms,129,0,Unified two-branch drum analysis entry point and CLI.
music_analysis/drum_analysis/schemas.py,shared-audio-algorithms,34,1,Shared public types for the five-class drum analysis contract.
preprocessing/__init__.py,production-preprocess,1,0,HarBeat preprocessing; imports do not load inference models.
preprocessing/cli/__init__.py,production-preprocess,1,0,HarBeat preprocessing; imports do not load inference models.
preprocessing/cli/backfill_vocal_activity.py,production-preprocess,79,1,Resume Silero-only backfill from a frozen or live published library index.
preprocessing/cli/export_vocal_activity_bundle.py,production-preprocess,57,2,Export small vocal JSON overlays; never duplicate or modify the audio bundle.
preprocessing/cli/finalize_vocal_activity.py,production-preprocess,35,0,Validate a completed vocal batch and export a timestamped JSON-only bundle.
preprocessing/cli/import_same_style_library.py,production-preprocess,306,1,Safely import labelled ZIP libraries and publish resumable track analyses.
preprocessing/cli/run_same_style_preprocess.py,production-preprocess,111,0,Run the Jetson same-style preprocessing pipeline for one audio file.
preprocessing/cli/validate_vocal_activity.py,production-preprocess,83,1,Validate marker delivery contracts and binding; this is not an accuracy test.
preprocessing/publisher.py,production-preprocess,836,7,Jetson same-style preprocessing and immutable NAS publication.
preprocessing/runners/__init__.py,production-preprocess,1,0,HarBeat preprocessing; imports do not load inference models.
preprocessing/runners/songformer.py,production-preprocess,471,0,Run the official SongFormer pipeline in a memory-bounded isolated runtime.
preprocessing/vocal_activity.py,production-preprocess,163,5,Versioned Silero markers on published Demucs vocals; never mutate base runs.
research/__init__.py,offline-research,1,0,Offline research; not a production pipeline.
research/evaluation/__init__.py,offline-research,1,0,Offline research; not a production pipeline.
research/evaluation/evaluate_acoustic_measurements.py,offline-research,124,0,Analytical validation for objective acoustic measurements.
research/evaluation/evaluate_ballroom_beats.py,offline-research,267,0,Evaluate production beat/downbeat selection on Ballroom annotations.
research/evaluation/evaluate_bass_transcriber.py,offline-research,555,0,Evaluate the optional Basic Pitch route on isolated BabySlakh bass stems.
research/evaluation/evaluate_drum_transcriber.py,offline-research,192,2,Evaluate a JSON drum worker on an annotated MIDI/audio dataset.
research/evaluation/evaluate_giantsteps_key.py,offline-research,217,0,Evaluate Harbeat's available key routes on GiantSteps Key annotations.
research/evaluation/evaluate_giantsteps_tempo.py,offline-research,135,0,Evaluate Harbeat BPM consensus on a local GiantSteps Tempo checkout.
research/evaluation/evaluate_groove_percussion_timbre.py,offline-research,179,1,Audit fixed percussion-timbre rules on held-out GMD drum audio.
research/evaluation/evaluate_groove_rhythm_features.py,offline-research,341,2,Validate rhythm-feature decisions on the official Groove MIDI Dataset.
research/evaluation/evaluate_gtzan_beat_this.py,offline-research,374,0,"Evaluate Beat This final0 on its official, unseen GTZAN test set."
research/evaluation/evaluate_guitarset_chords.py,offline-research,296,2,"Evaluate madmom chord labels, boundaries and derived change activity."
research/evaluation/evaluate_guitarset_chroma_change.py,offline-research,101,1,Evaluate the production beat-synchronous chroma change fallback.
research/evaluation/evaluate_jamendo_demucs_vocal_activity.py,offline-research,146,1,Audit the legacy Demucs-vocal-stem RMS gate on Jamendo annotations.
research/evaluation/evaluate_jamendo_vocal_activity.py,offline-research,247,2,Held-out validation of vocal activity and whole-song vocal density.
research/evaluation/evaluate_mir1k_vocal_pitch.py,offline-research,383,1,Validate the production pYIN vocal-pitch chain on MIR-1K.
research/evaluation/evaluate_open_drums_808.py,offline-research,162,1,Audit the current 808 identity rule on canonical drum-machine samples.
research/evaluation/evaluate_public_style_benchmark.py,offline-research,173,1,Evaluate saved production analysis against public weak style labels.
research/evaluation/prepare_public_music_benchmark.py,offline-research,212,1,"Select and optionally download a small, artist-diverse MTG-Jamendo benchmark."
research/style/__init__.py,offline-research,1,0,Offline research; not a production pipeline.
research/style/audit_style_reference_labels.py,offline-research,195,0,Audit reference identities/tags against MusicBrainz without model leakage.
research/style/build_style_reference_dataset.py,offline-research,356,0,Build a leakage-safe manifest from a folder-labelled reference ZIP.
research/style/evaluate_style_model.py,offline-research,523,1,"Run leakage, shuffle and audio-perturbation checks for style_reference_v0."
research/style/extract_style_embeddings.py,offline-research,506,2,Build beat-aligned segments and extract Discogs-EffNet embeddings.
research/style/reanalyze_saved_style_results.py,offline-research,98,1,Recompute stem features and styles while reusing saved core analysis and stems.
research/style/run_style_test_library.py,offline-research,273,1,Run the production analysis stack against a local test music directory.
research/style/train_style_model.py,offline-research,756,2,Train and cross-validate 13-class reference style prototypes.
rk_deploy/live_api.py,other-existing-code,286,0,Live DJ Control API router — /live/override and /live/intent.
rk_deploy/live_models.py,other-existing-code,52,0,Live DJ Control models — Pydantic schemas for /live/override and /live/intent.
scripts/adtof_drum_worker.py,operations-and-compatibility,163,1,Optional ADTOF-PyTorch worker for Harbeat's JSON model contract.
scripts/auto_mix_e2e.py,operations-and-compatibility,319,0,End-to-end auto-mix smoke test.
scripts/backfill_complete_analysis.py,operations-and-compatibility,241,0,Backfill complete Jetson analysis for LibrarySong rows.
scripts/backfill_mp3_band_features.py,operations-and-compatibility,84,0,Backfill MP3 low/mid/high band ratios into LibrarySong.music_features['dj'].
scripts/backfill_style_evidence.py,operations-and-compatibility,67,1,Backfill external style evidence for library songs.
scripts/backfill_vocal_activity.py,operations-and-compatibility,15,0,Compatibility entry. Implementation: preprocessing/cli/backfill_vocal_activity.py.
scripts/basic_pitch_bass_worker.py,operations-and-compatibility,71,0,Optional Basic Pitch worker implementing Harbeat's JSON model contract.
scripts/calibrate_drum_pair_thresholds.py,operations-and-compatibility,258,1,Calibrate two drum-overlap thresholds from human-labelled JSONL pairs.
scripts/cleanup_library_duplicates.py,operations-and-compatibility,202,0,Clean duplicate rows in library_songs and install dedupe indexes.
scripts/dj_set_smoke.py,operations-and-compatibility,102,0,"End-to-end smoke for the dj_set pipeline (no DB, no FastAPI)."
scripts/essentia_vocal_activity_worker.py,operations-and-compatibility,188,2,JSON worker for time-local voice activity and calibrated vocal density.
scripts/export_vocal_activity_bundle.py,operations-and-compatibility,15,0,Compatibility entry. Implementation: preprocessing/cli/export_vocal_activity_bundle.py.
scripts/finalize_vocal_activity.py,operations-and-compatibility,15,0,Compatibility entry. Implementation: preprocessing/cli/finalize_vocal_activity.py.
scripts/gen_fx_for_rk.py,operations-and-compatibility,20,0,Render the 6 DJ FX as 44.1kHz stereo WAVs under /tmp/fx_out/ for RK upload.
scripts/import_same_style_library.py,operations-and-compatibility,15,0,Compatibility entry. Implementation: preprocessing/cli/import_same_style_library.py.
scripts/jetson_stem_activity.py,operations-and-compatibility,137,0,Generate stem_activity_windows from full mix using spectral analysis.
scripts/jetson_stem_scoring.py,operations-and-compatibility,344,0,"Jetson → stem_automix: Score all track pairs, select optimal presets,"
scripts/madmom_chord_worker.py,operations-and-compatibility,94,2,Isolated JSON worker for madmom CNN+CRF chord recognition.
scripts/madmom_key_cli.py,operations-and-compatibility,68,0,Small JSON adapter for madmom's CNN key recognizer.
scripts/migrate_library_analysis_fields.py,operations-and-compatibility,154,0,Add DJ analysis columns to an existing library_songs table.
scripts/patch_rk_engine_fx.py,operations-and-compatibility,61,0,Patch /home/cat/cypher/audio-engine/engine.py to use the new 6-slot DJ FX
scripts/reanalyze_feature_test_library.py,operations-and-compatibility,218,1,Reanalyse saved test-library songs from existing Demucs stems.
scripts/run_same_style_preprocess.py,operations-and-compatibility,15,0,Compatibility entry. Implementation: preprocessing/cli/run_same_style_preprocess.py.
scripts/score_drum_pairs.py,operations-and-compatibility,123,1,Generate auditable drum pair scores from song-level analysis JSONL.
scripts/style_process_demo.py,operations-and-compatibility,35,0,
scripts/validate_downbeats.py,operations-and-compatibility,171,0,Run isolated downbeat inference routes and build an auditable report.
scripts/validate_pre_style_features.py,operations-and-compatibility,169,0,Build automatic validation and a minimal human-review queue for audio features.
scripts/validate_vocal_activity.py,operations-and-compatibility,15,0,Compatibility entry. Implementation: preprocessing/cli/validate_vocal_activity.py.
tests/test_all_in_one_sections.py,tests,91,0,
tests/test_analysis_entry_cleanup.py,tests,56,0,Guard the small entry-point archive without importing heavyweight models.
tests/test_bpm_consensus.py,tests,135,0,
tests/test_downbeat_consensus.py,tests,174,0,
tests/test_drum_pair_threshold_calibration.py,tests,82,0,
tests/test_feature_model_adapters.py,tests,56,0,
tests/test_import_same_style_library.py,tests,57,0,
tests/test_mert_vector_dataset.py,tests,59,0,
tests/test_model_drum_analysis_pipeline.py,tests,183,0,
tests/test_repository_layout.py,tests,117,0,"Source-layout contracts; no database, network or inference is required."
tests/test_same_style_preprocess_contracts.py,tests,55,0,
tests/test_same_style_preprocess_publisher.py,tests,120,0,
tests/test_score_drum_pairs.py,tests,50,0,
tests/test_songformer_sections_integration.py,tests,159,0,
tests/test_stem_automix.py,tests,400,0,"Automated tests for stem-aware Automix: presets, scoring, fallbacks, edge cases."
tests/test_style_reference_pipeline.py,tests,121,0,
tests/test_vocal_activity.py,tests,159,0,
